onset	duration	trial_type	stimulus_pair	trial_number	correct_response	response	response_time	stim_file_left	stim_file_right	stim_type_left	stim_type_right
172.78	2.5	Testing	DF	96	1.0	D	2.273	stimuli/3.jpeg	stimuli/2.jpeg	D	F
177.28	2.5	Testing	BD	97	1.0	D	0.841	stimuli/3.jpeg	stimuli/6.jpeg	D	B
182.78	2.5	Testing	AD	98	1.0	D	0.954	stimuli/3.jpeg	stimuli/1.jpeg	D	A
186.88	2.5	Testing	DF	99	1.0	D	1.37	stimuli/3.jpeg	stimuli/2.jpeg	D	F
191.78	2.5	Testing	BC	100	1.0	C	1.132	stimuli/4.jpeg	stimuli/6.jpeg	C	B
197.48	2.5	Testing	BD	101	1.0	D	1.33	stimuli/3.jpeg	stimuli/6.jpeg	D	B
201.98	2.5	Testing	CE	102	2.0	E	0.655	stimuli/4.jpeg	stimuli/5.jpeg	C	E
205.48	2.5	Testing	BD	103	2.0	D	1.312	stimuli/6.jpeg	stimuli/3.jpeg	B	D
209.98	2.5	Testing	AC	104	1.0	A	0.997	stimuli/1.jpeg	stimuli/4.jpeg	A	C
215.48	2.5	Testing	BC	105	2.0	C	1.502	stimuli/6.jpeg	stimuli/4.jpeg	B	C
219.58	2.5	Testing	BC	106	2.0	C	0.813	stimuli/6.jpeg	stimuli/4.jpeg	B	C
223.08	2.5	Testing	AE	107	1.0	E	0.696	stimuli/5.jpeg	stimuli/1.jpeg	E	A
227.98	2.5	Testing	AE	108	1.0	E	0.657	stimuli/5.jpeg	stimuli/1.jpeg	E	A
233.68	2.5	Testing	DE	109	1.0	E	0.967	stimuli/5.jpeg	stimuli/3.jpeg	E	D
237.78	2.5	Testing	BE	110	1.0	E	0.596	stimuli/5.jpeg	stimuli/6.jpeg	E	B
242.68099999999998	2.5	Testing	BE	111	1.0	E	0.526	stimuli/5.jpeg	stimuli/6.jpeg	E	B
248.38099999999997	2.5	Testing	AF	112	2.0	A	1.199	stimuli/2.jpeg	stimuli/1.jpeg	F	A
251.88099999999997	2.5	Testing	CE	113	2.0	E	0.633	stimuli/4.jpeg	stimuli/5.jpeg	C	E
257.381	2.5	Testing	AE	114	1.0	E	0.599	stimuli/5.jpeg	stimuli/1.jpeg	E	A
261.881	2.5	Testing	BD	115	2.0	D	1.513	stimuli/6.jpeg	stimuli/3.jpeg	B	D
267.58099999999996	2.5	Testing	BE	116	2.0	E	0.589	stimuli/6.jpeg	stimuli/5.jpeg	B	E
271.681	2.5	Testing	DF	117	1.0	D	1.351	stimuli/3.jpeg	stimuli/2.jpeg	D	F
275.181	2.5	Testing	AC	118	2.0	A	0.721	stimuli/4.jpeg	stimuli/1.jpeg	C	A
280.08099999999996	2.5	Testing	CE	119	1.0	E	0.536	stimuli/5.jpeg	stimuli/4.jpeg	E	C
284.58099999999996	2.5	Testing	BF	120	1.0	F	1.262	stimuli/2.jpeg	stimuli/6.jpeg	F	B
290.08099999999996	2.5	Testing	AD	121	2.0	D	0.959	stimuli/1.jpeg	stimuli/3.jpeg	A	D
294.58099999999996	2.5	Testing	BF	122	2.0	F	1.195	stimuli/6.jpeg	stimuli/2.jpeg	B	F
300.08099999999996	2.5	Testing	AF	123	1.0	A	1.024	stimuli/1.jpeg	stimuli/2.jpeg	A	F
304.181	2.5	Testing	BC	124	1.0	B	1.046	stimuli/6.jpeg	stimuli/4.jpeg	B	C
309.08099999999996	2.5	Testing	CF	125	2.0	F	1.171	stimuli/4.jpeg	stimuli/2.jpeg	C	F
312.58099999999996	2.5	Testing	CF	126	1.0	F	1.135	stimuli/2.jpeg	stimuli/4.jpeg	F	C
318.281	2.5	Testing	BF	127	2.0	F	1.103	stimuli/6.jpeg	stimuli/2.jpeg	B	F
322.381	2.5	Testing	BF	128	1.0	F	0.777	stimuli/2.jpeg	stimuli/6.jpeg	F	B
326.881	2.5	Testing	DE	129	1.0	E	0.734	stimuli/5.jpeg	stimuli/3.jpeg	E	D
332.58099999999996	2.5	Testing	AF	130	2.0	A	1.166	stimuli/2.jpeg	stimuli/1.jpeg	F	A
336.08099999999996	2.5	Testing	AE	131	2.0	E	0.723	stimuli/1.jpeg	stimuli/5.jpeg	A	E
340.981	2.5	Testing	BC	132	2.0	C	1.279	stimuli/6.jpeg	stimuli/4.jpeg	B	C
346.481	2.5	Testing	CF	133	1.0	F	0.971	stimuli/2.jpeg	stimuli/4.jpeg	F	C
349.98199999999997	2.5	Testing	BC	134	1.0	C	1.077	stimuli/4.jpeg	stimuli/6.jpeg	C	B
354.881	2.5	Testing	BE	135	1.0	E	0.742	stimuli/5.jpeg	stimuli/6.jpeg	E	B
359.38199999999995	2.5	Testing	AE	136	2.0	E	0.645	stimuli/1.jpeg	stimuli/5.jpeg	A	E
364.88199999999995	2.5	Testing	BF	137	1.0	F	0.575	stimuli/2.jpeg	stimuli/6.jpeg	F	B
370.582	2.5	Testing	BF	138	2.0	F	0.852	stimuli/6.jpeg	stimuli/2.jpeg	B	F
374.68199999999996	2.5	Testing	BD	139	1.0	D	0.886	stimuli/3.jpeg	stimuli/6.jpeg	D	B
378.18199999999996	2.5	Testing	BD	140	2.0	D	0.711	stimuli/6.jpeg	stimuli/3.jpeg	B	D
382.282	2.5	Testing	CF	141	2.0	F	0.711	stimuli/4.jpeg	stimuli/2.jpeg	C	F
387.18199999999996	2.5	Testing	BC	142	1.0	C	0.63	stimuli/4.jpeg	stimuli/6.jpeg	C	B
391.68199999999996	2.5	Testing	DF	143	2.0	D	0.666	stimuli/2.jpeg	stimuli/3.jpeg	F	D
397.18199999999996	2.5	Testing	CF	144	1.0	F	0.819	stimuli/2.jpeg	stimuli/4.jpeg	F	C
402.88199999999995	2.5	Testing	AF	145	2.0	A	1.198	stimuli/2.jpeg	stimuli/1.jpeg	F	A
406.38199999999995	2.5	Testing	BD	146	2.0	D	0.771	stimuli/6.jpeg	stimuli/3.jpeg	B	D
412.082	2.5	Testing	BE	147	2.0	E	0.626	stimuli/6.jpeg	stimuli/5.jpeg	B	E
416.98199999999997	2.5	Testing	BE	148	1.0	E	0.587	stimuli/5.jpeg	stimuli/6.jpeg	E	B
421.48199999999997	2.5	Testing	DF	149	2.0	D	0.599	stimuli/2.jpeg	stimuli/3.jpeg	F	D
425.582	2.5	Testing	AF	150	1.0	A	0.456	stimuli/1.jpeg	stimuli/2.jpeg	A	F
431.082	2.5	Testing	AF	151	2.0	A	0.425	stimuli/2.jpeg	stimuli/1.jpeg	F	A
435.582	2.5	Testing	BC	152	2.0	C	1	stimuli/6.jpeg	stimuli/4.jpeg	B	C
439.68199999999996	2.5	Testing	BC	153	1.0	C	0.883	stimuli/4.jpeg	stimuli/6.jpeg	C	B
444.582	2.5	Testing	AE	154	2.0	E	0.545	stimuli/1.jpeg	stimuli/5.jpeg	A	E
450.282	2.5	Testing	AC	155	2.0	A	0.871	stimuli/4.jpeg	stimuli/1.jpeg	C	A
453.782	2.5	Testing	AC	156	2.0	A	0.623	stimuli/4.jpeg	stimuli/1.jpeg	C	A
459.282	2.5	Testing	AD	157	1.0	A	0.645	stimuli/1.jpeg	stimuli/3.jpeg	A	D
462.782	2.5	Testing	BE	158	1.0	E	0.711	stimuli/5.jpeg	stimuli/6.jpeg	E	B
466.88300000000004	2.5	Testing	CE	159	1.0	E	0.492	stimuli/5.jpeg	stimuli/4.jpeg	E	C
472.38300000000004	2.5	Testing	CE	160	2.0	E	0.76	stimuli/4.jpeg	stimuli/5.jpeg	C	E
478.083	2.5	Testing	AE	161	2.0	E	0.702	stimuli/1.jpeg	stimuli/5.jpeg	A	E
482.583	2.5	Testing	AF	162	1.0	A	0.958	stimuli/1.jpeg	stimuli/2.jpeg	A	F
487.483	2.5	Testing	AD	163	2.0	A	0.74	stimuli/3.jpeg	stimuli/1.jpeg	D	A
491.583	2.5	Testing	AD	164	2.0	D	0.811	stimuli/1.jpeg	stimuli/3.jpeg	A	D
