onset	duration	trial_type	stimulus_pair	trial_number	correct_response	response	response_time	stim_file_left	stim_file_right	stim_type_left	stim_type_right
106.77	2.5	Testing	CF	82	2	C	0.47200000000000003	stimuli/1.jpeg	stimuli/4.jpeg	F	C
112.47	2.5	Testing	BF	83	2	F	0.857	stimuli/5.jpeg	stimuli/1.jpeg	B	F
115.97	2.5	Testing	CF	84	1	C	0.8420000000000001	stimuli/4.jpeg	stimuli/1.jpeg	C	F
120.87	2.5	Testing	AC	85	2	C	0.499	stimuli/2.jpeg	stimuli/4.jpeg	A	C
124.97	2.5	Testing	BD	86	1	B	0.789	stimuli/5.jpeg	stimuli/6.jpeg	B	D
129.87	2.5	Testing	BE	87	1	E	0.5760000000000001	stimuli/3.jpeg	stimuli/5.jpeg	E	B
133.37	2.5	Testing	BD	88	2	D	0.872	stimuli/5.jpeg	stimuli/6.jpeg	B	D
139.07	2.5	Testing	BF	89	1	F	0.85	stimuli/1.jpeg	stimuli/5.jpeg	F	B
144.57	2.5	Testing	AF	90	2	A	0.688	stimuli/1.jpeg	stimuli/2.jpeg	F	A
149.07	2.5	Testing	AC	91	1	A	0.654	stimuli/2.jpeg	stimuli/4.jpeg	A	C
154.57	2.5	Testing	BF	92	2	F	0.583	stimuli/5.jpeg	stimuli/1.jpeg	B	F
158.67	2.5	Testing	AD	93	2	A	0.601	stimuli/6.jpeg	stimuli/2.jpeg	D	A
163.17	2.5	Testing	BD	94	2	D	1.06	stimuli/5.jpeg	stimuli/6.jpeg	B	D
166.67	2.5	Testing	CE	95	1	C	0.7859999999999999	stimuli/4.jpeg	stimuli/3.jpeg	C	E
172.37	2.5	Testing	AD	96	1	A	0.895	stimuli/2.jpeg	stimuli/6.jpeg	A	D
177.27	2.5	Testing	AD	97	1	A	0.515	stimuli/2.jpeg	stimuli/6.jpeg	A	D
180.77	2.5	Testing	BC	98	2	C	0.648	stimuli/5.jpeg	stimuli/4.jpeg	B	C
185.671	2.5	Testing	AE	99	1	A	0.605	stimuli/2.jpeg	stimuli/3.jpeg	A	E
190.171	2.5	Testing	AD	100	1	A	0.514	stimuli/2.jpeg	stimuli/6.jpeg	A	D
195.671	2.5	Testing	CE	101	2	C	0.499	stimuli/3.jpeg	stimuli/4.jpeg	E	C
199.771	2.5	Testing	AC	102	2	C	0.9259999999999999	stimuli/2.jpeg	stimuli/4.jpeg	A	C
205.47099999999998	2.5	Testing	AC	103	1	C	0.6970000000000001	stimuli/4.jpeg	stimuli/2.jpeg	C	A
209.571	2.5	Testing	BF	104	1	F	0.922	stimuli/1.jpeg	stimuli/5.jpeg	F	B
215.271	2.5	Testing	CE	105	2	C	0.621	stimuli/3.jpeg	stimuli/4.jpeg	E	C
219.771	2.5	Testing	AD	106	2	A	0.631	stimuli/6.jpeg	stimuli/2.jpeg	D	A
225.271	2.5	Testing	AF	107	1	A	0.909	stimuli/2.jpeg	stimuli/1.jpeg	A	F
230.171	2.5	Testing	AC	108	2	A	0.5770000000000001	stimuli/4.jpeg	stimuli/2.jpeg	C	A
233.671	2.5	Testing	BE	109	2	E	0.602	stimuli/5.jpeg	stimuli/3.jpeg	B	E
239.37099999999998	2.5	Testing	BE	110	2	E	0.518	stimuli/5.jpeg	stimuli/3.jpeg	B	E
243.87099999999998	2.5	Testing	DF	111	2	D	0.593	stimuli/1.jpeg	stimuli/6.jpeg	F	D
247.37099999999998	2.5	Testing	AE	112	2	A	1.1740000000000002	stimuli/3.jpeg	stimuli/2.jpeg	E	A
252.271	2.5	Testing	AC	113	2	C	0.748	stimuli/2.jpeg	stimuli/4.jpeg	A	C
256.371	2.5	Testing	AC	114	1	C	0.585	stimuli/4.jpeg	stimuli/2.jpeg	C	A
261.871	2.5	Testing	DE	115	2	E	0.982	stimuli/6.jpeg	stimuli/3.jpeg	D	E
266.77099999999996	2.5	Testing	BF	116	1	F	0.66	stimuli/1.jpeg	stimuli/5.jpeg	F	B
271.27099999999996	2.5	Testing	AD	117	1	A	0.914	stimuli/2.jpeg	stimuli/6.jpeg	A	D
276.77099999999996	2.5	Testing	AE	118	2	A	0.915	stimuli/3.jpeg	stimuli/2.jpeg	E	A
280.871	2.5	Testing	AE	119	1	A	0.805	stimuli/2.jpeg	stimuli/3.jpeg	A	E
284.371	2.5	Testing	DE	120	2	E	0.866	stimuli/6.jpeg	stimuli/3.jpeg	D	E
290.07099999999997	2.5	Testing	BE	121	1	E	0.899	stimuli/3.jpeg	stimuli/5.jpeg	E	B
294.971	2.5	Testing	AF	122	1	A	0.9159999999999999	stimuli/2.jpeg	stimuli/1.jpeg	A	F
299.072	2.5	Testing	CF	123	1	C	0.6990000000000001	stimuli/4.jpeg	stimuli/1.jpeg	C	F
302.572	2.5	Testing	BC	124	1	C	0.636	stimuli/4.jpeg	stimuli/5.jpeg	C	B
307.072	2.5	Testing	AE	125	2	A	0.753	stimuli/3.jpeg	stimuli/2.jpeg	E	A
312.572	2.5	Testing	AF	126	2	A	0.6459999999999999	stimuli/1.jpeg	stimuli/2.jpeg	F	A
318.272	2.5	Testing	BC	127	1	C	0.7	stimuli/4.jpeg	stimuli/5.jpeg	C	B
322.772	2.5	Testing	AD	128	1	A	0.594	stimuli/2.jpeg	stimuli/6.jpeg	A	D
328.472	2.5	Testing	DE	129	2	E	0.6829999999999999	stimuli/6.jpeg	stimuli/3.jpeg	D	E
333.37199999999996	2.5	Testing	BF	130	2	F	0.8059999999999999	stimuli/5.jpeg	stimuli/1.jpeg	B	F
338.87199999999996	2.5	Testing	BD	131	2	B	0.82	stimuli/6.jpeg	stimuli/5.jpeg	D	B
342.37199999999996	2.5	Testing	AF	132	1	A	0.703	stimuli/2.jpeg	stimuli/1.jpeg	A	F
346.472	2.5	Testing	DE	133	1	E	0.922	stimuli/3.jpeg	stimuli/6.jpeg	E	D
350.972	2.5	Testing	BE	134	1	E	0.6629999999999999	stimuli/3.jpeg	stimuli/5.jpeg	E	B
356.472	2.5	Testing	AF	135	2	A	0.654	stimuli/1.jpeg	stimuli/2.jpeg	F	A
362.17199999999997	2.5	Testing	AC	136	1	C	0.7759999999999999	stimuli/4.jpeg	stimuli/2.jpeg	C	A
366.272	2.5	Testing	AE	137	1	A	0.662	stimuli/2.jpeg	stimuli/3.jpeg	A	E
371.17199999999997	2.5	Testing	BC	138	2	C	0.526	stimuli/5.jpeg	stimuli/4.jpeg	B	C
374.67199999999997	2.5	Testing	BE	139	2	E	0.893	stimuli/5.jpeg	stimuli/3.jpeg	B	E
380.17199999999997	2.5	Testing	DF	140	2	F	1.23	stimuli/6.jpeg	stimuli/1.jpeg	D	F
385.87199999999996	2.5	Testing	DF	141	2	F	0.63	stimuli/6.jpeg	stimuli/1.jpeg	D	F
389.972	2.5	Testing	BD	142	2	D	1.093	stimuli/5.jpeg	stimuli/6.jpeg	B	D
394.87199999999996	2.5	Testing	AE	143	2	A	0.848	stimuli/3.jpeg	stimuli/2.jpeg	E	A
398.37199999999996	2.5	Testing	CF	144	2	C	0.7759999999999999	stimuli/1.jpeg	stimuli/4.jpeg	F	C
402.87199999999996	2.5	Testing	DF	145	1	F	1.2309999999999999	stimuli/1.jpeg	stimuli/6.jpeg	F	D
407.772	2.5	Testing	BD	146	1	D	1.227	stimuli/6.jpeg	stimuli/5.jpeg	D	B
413.272	2.5	Testing	DE	147	1	E	0.858	stimuli/3.jpeg	stimuli/6.jpeg	E	D
417.773	2.5	Testing	BC	148	2	C	0.674	stimuli/5.jpeg	stimuli/4.jpeg	B	C
421.87300000000005	2.5	Testing	CE	149	2	C	0.5489999999999999	stimuli/3.jpeg	stimuli/4.jpeg	E	C
427.57300000000004	2.5	Testing	BD	150	1	D	1.137	stimuli/6.jpeg	stimuli/5.jpeg	D	B
431.07300000000004	2.5	Testing	BD	151	1	D	0.415	stimuli/6.jpeg	stimuli/5.jpeg	D	B
436.773	2.5	Testing	AE	152	2	A	1.012	stimuli/3.jpeg	stimuli/2.jpeg	E	A
440.273	2.5	Testing	BD	153	1	D	0.851	stimuli/6.jpeg	stimuli/5.jpeg	D	B
444.773	2.5	Testing	CE	154	1	C	0.7020000000000001	stimuli/4.jpeg	stimuli/3.jpeg	C	E
450.273	2.5	Testing	CF	155	2	C	0.537	stimuli/1.jpeg	stimuli/4.jpeg	F	C
455.173	2.5	Testing	BC	156	1	C	0.552	stimuli/4.jpeg	stimuli/5.jpeg	C	B
459.273	2.5	Testing	CF	157	1	C	0.616	stimuli/4.jpeg	stimuli/1.jpeg	C	F
463.773	2.5	Testing	DF	158	1	D	1.151	stimuli/6.jpeg	stimuli/1.jpeg	D	F
469.273	2.5	Testing	AC	159	1	C	1.034	stimuli/4.jpeg	stimuli/2.jpeg	C	A
474.173	2.5	Testing	AD	160	2	A	0.679	stimuli/6.jpeg	stimuli/2.jpeg	D	A
478.273	2.5	Testing	AF	161	1	F	0.623	stimuli/1.jpeg	stimuli/2.jpeg	F	A
481.773	2.5	Testing	BD	162	2	D	1.036	stimuli/5.jpeg	stimuli/6.jpeg	B	D
487.473	2.5	Testing	BC	163	1	C	0.645	stimuli/4.jpeg	stimuli/5.jpeg	C	B
491.57300000000004	2.5	Testing	BE	164	2	E	0.6859999999999999	stimuli/5.jpeg	stimuli/3.jpeg	B	E
